"artist","firstName","lastName","gender","itemInSession","length","level","location","sessionId","song","userId"
"Children Of Bodom","Jacqueline","Lynch","F","68","204.69506","paid","Atlanta-Sandy Springs-Roswell, GA","486","Don't Stop At The Top","29"
"K's Choice","Kate","Harrell","F","21","288.57424","paid","Lansing-East Lansing, MI","537","Not An Addict","97"
"The Human League","Jacqueline","Lynch","F","69","265.35138","paid","Atlanta-Sandy Springs-Roswell, GA","486","Human","29"
"Elvis Presley","Kate","Harrell","F","22","273.76281","paid","Lansing-East Lansing, MI","537","Suspicious Minds","97"
"Sleater-kinney","Jacqueline","Lynch","F","70","190.45832","paid","Atlanta-Sandy Springs-Roswell, GA","486","Good Things","29"
"Bat For Lashes","Kate","Harrell","F","23","187.71546","paid","Lansing-East Lansing, MI","537","Moon And Moon","97"
"Adam Lambert","Jacqueline","Lynch","F","71","228.23138","paid","Atlanta-Sandy Springs-Roswell, GA","486","If I Had You","29"
"Base Ball Bear","Kate","Harrell","F","24","255.60771","paid","Lansing-East Lansing, MI","537","Sayonara-Nostalgia","97"
"Yeah Yeah Yeahs","Jacqueline","Lynch","F","72","314.46159","paid","Atlanta-Sandy Springs-Roswell, GA","486","No No No","29"
"Nevermore","Kate","Harrell","F","25","326.53016","paid","Lansing-East Lansing, MI","537","Passenger","97"
"Jake Hess","Jacqueline","Lynch","F","73","199.26159","paid","Atlanta-Sandy Springs-Roswell, GA","486","You And Me Jesus","29"
"Stacie Orrico","Kate","Harrell","F","26","238.78485","paid","Lansing-East Lansing, MI","537","So Pray (Genuine Album Version)","97"
"Devo","Kate","Harrell","F","27","173.81832","paid","Lansing-East Lansing, MI","537","Girl U Want (Live)","97"
"Chet Baker","Kate","Harrell","F","28","378.74893","paid","Lansing-East Lansing, MI","537","Blame It on My Youth (From ""Let's Get Lost"")","97"
"Guns N' Roses","Kate","Harrell","F","29","459.20608","paid","Lansing-East Lansing, MI","537","Sympathy For The Devil","97"
"Dwight Yoakam","Kate","Harrell","F","30","239.3073","paid","Lansing-East Lansing, MI","537","You're The One","97"
"Spinners","Kate","Harrell","F","31","444.13342","paid","Lansing-East Lansing, MI","537","Rubberband Man","97"
"Diam's","Kate","Harrell","F","33","284.9171","paid","Lansing-East Lansing, MI","537","Suzy 2003 (Live)","97"
"Prohom","Lily","Koch","F","0","246.38649","paid","Chicago-Naperville-Elgin, IL-IN-WI","417","Mise En Bouche","15"
"Nicholas Hooper","Kate","Harrell","F","34","104.98567","paid","Lansing-East Lansing, MI","537","Ron's Victory (""Harry Potter & The Half-Blood Prince"")","97"
"Drake / Lil Wayne / Young Jeezy","Lily","Koch","F","1","225.2273","paid","Chicago-Naperville-Elgin, IL-IN-WI","417","I'm Goin In","15"
"Traffic","Kate","Harrell","F","35","195.39546","paid","Lansing-East Lansing, MI","537","Something New","97"
"Straight No Chaser","Kate","Harrell","F","36","214.88281","paid","Lansing-East Lansing, MI","537","I'm Yours / Somewhere Over The Rainbow (EP Version)","97"
"Leonard Cohen","Kate","Harrell","F","37","340.53179","paid","Lansing-East Lansing, MI","537","So Long_ Marianne","97"
"The Strokes","Kate","Harrell","F","38","208.06485","paid","Lansing-East Lansing, MI","537","The Modern Age","97"
"Brad Mehldau","Kate","Harrell","F","39","651.78077","paid","Lansing-East Lansing, MI","537","Moon River (Live) (Album Version)","97"
"Selena","Kate","Harrell","F","40","329.58649","paid","Lansing-East Lansing, MI","537","Como La Flor (2005 Re-mastering) (Live)","97"
"Nirvana","Kate","Harrell","F","41","219.08853","paid","Lansing-East Lansing, MI","537","Come As You Are","97"
"Her Bright Skies","Kate","Harrell","F","42","203.54567","paid","Lansing-East Lansing, MI","537","Heartbreaker","97"
"Aerosmith","Kate","Harrell","F","43","235.36281","paid","Lansing-East Lansing, MI","537","Pink","97"
"Stephen Marley","Kate","Harrell","F","44","255.05914","paid","Lansing-East Lansing, MI","537","Chase Dem","97"
"Eric Church","Jacqueline","Lynch","F","1","171.72853","paid","Atlanta-Sandy Springs-Roswell, GA","556","My Heart's Got A Memory","29"
"David Morales W/ Tamra Keenan","Kate","Harrell","F","45","347.27138","paid","Lansing-East Lansing, MI","537","Here I Am (Album Version)","97"
"Shaggy","Jacqueline","Lynch","F","2","246.88281","paid","Atlanta-Sandy Springs-Roswell, GA","556","Boombastic","29"
"Jacky Terrasson","Jacqueline","Lynch","F","3","342.7522","paid","Atlanta-Sandy Springs-Roswell, GA","556","Le Jardin d'Hiver","29"
"Raymond Van Het Groenewoud","Kate","Harrell","F","46","163.65669","paid","Lansing-East Lansing, MI","537","Het Nummer Van God","97"
"Rammstein","Kate","Harrell","F","47","235.59791","paid","Lansing-East Lansing, MI","537","TE QUIERO PUTA!","97"
"Wykked Wytch","Jacqueline","Lynch","F","4","224.31302","paid","Atlanta-Sandy Springs-Roswell, GA","556","Ripping Flesh","29"
"Cartola","Kate","Harrell","F","48","127.242","paid","Lansing-East Lansing, MI","537","Tive Sim","97"
"Jack Johnson","Kate","Harrell","F","49","228.8322","paid","Lansing-East Lansing, MI","537","Fortunate Fool","97"
"Tom Waits","Jacqueline","Lynch","F","5","197.85098","paid","Atlanta-Sandy Springs-Roswell, GA","556","Whistlin' Past The Graveyard","29"
"Colbie Caillat","Jacqueline","Lynch","F","6","196.17914","paid","Atlanta-Sandy Springs-Roswell, GA","556","Bubbly","29"
"Coldplay","Kate","Harrell","F","50","268.38159","paid","Lansing-East Lansing, MI","537","Yellow","97"
"Does It Offend You_ Yeah?","Jacqueline","Lynch","F","7","220.57751","paid","Atlanta-Sandy Springs-Roswell, GA","556","Doomed Now","29"
"OneRepublic","Sara","Johnson","F","1","224.67873","paid","Winston-Salem, NC","411","Secrets","95"
"The Crests","Kate","Harrell","F","51","182.88281","paid","Lansing-East Lansing, MI","537","16 Candles","97"
"Mutemath","Jacqueline","Lynch","F","8","200.51546","paid","Atlanta-Sandy Springs-Roswell, GA","556","Spotlight","29"
"Muse","Sara","Johnson","F","2","304.84853","paid","Winston-Salem, NC","411","Uprising","95"
"Owl City","Kate","Harrell","F","52","231.67955","paid","Lansing-East Lansing, MI","537","Vanilla Twilight","97"
"Parachute","Jacqueline","Lynch","F","9","253.49179","paid","Atlanta-Sandy Springs-Roswell, GA","556","The New Year","29"
"Billy Bob Thornton and The Peasall Sisters","Kate","Harrell","F","53","164.80608","paid","Lansing-East Lansing, MI","537","Road to Kaintuck","97"
"Newton Faulkner","Sara","Johnson","F","3","236.66893","paid","Winston-Salem, NC","411","Dream Catch Me","95"
"Funkadelic","Kate","Harrell","F","54","626.07628","paid","Lansing-East Lansing, MI","537","Uncle Jam","97"
"Scorpions","Jacqueline","Lynch","F","10","157.04771","paid","Atlanta-Sandy Springs-Roswell, GA","556","When The Smoke Is Going Down","29"
"OneRepublic","Sara","Johnson","F","4","224.67873","paid","Winston-Salem, NC","411","Secrets","95"
"Krisiun","Jacqueline","Lynch","F","11","167.91465","paid","Atlanta-Sandy Springs-Roswell, GA","556","In League With Satan","29"
"Edward Sharpe & The Magnetic Zeros","Jacqueline","Lynch","F","12","306.31138","paid","Atlanta-Sandy Springs-Roswell, GA","556","Home","29"
"Tiger Lou","Sara","Johnson","F","5","208.45669","paid","Winston-Salem, NC","411","Sam_ As In Samantha","95"
"Aerosmith","Sara","Johnson","F","6","319.73832","paid","Winston-Salem, NC","411","Crazy","95"
"Zac Brown Band","Kate","Harrell","F","55","197.53751","paid","Lansing-East Lansing, MI","537","Different Kind Of Fine (Album)","97"
"Slightly Stoopid","Jacqueline","Lynch","F","13","204.59057","paid","Atlanta-Sandy Springs-Roswell, GA","556","Bandelero","29"
"Jack Johnson","Kate","Harrell","F","56","173.42649","paid","Lansing-East Lansing, MI","537","Wrong Turn","97"
"Creedence Clearwater Revival","Jacqueline","Lynch","F","14","141.60934","paid","Atlanta-Sandy Springs-Roswell, GA","556","Bad Moon Rising","29"
"Erin Bode","Sara","Johnson","F","7","252.05506","paid","Winston-Salem, NC","411","Here_ There And Everywhere","95"
"Limi-T 21","Jacqueline","Lynch","F","15","210.70322","paid","Atlanta-Sandy Springs-Roswell, GA","556","Estoy Enamorado De Ella (Salsa)","29"
"Static-X","Kate","Harrell","F","57","266.47465","paid","Lansing-East Lansing, MI","537","The Trance Is The Motion [Live]","97"
"Cage The Elephant","Sara","Johnson","F","8","175.12444","paid","Winston-Salem, NC","411","Ain't No Rest For The Wicked (Original Version)","95"
"Kollaa KestÃÂ¤ÃÂ¤","Jacqueline","Lynch","F","16","101.19791","paid","Atlanta-Sandy Springs-Roswell, GA","556","Musti Sotakoira (2007 Digital Remaster)","29"
"Jacky Terrasson","Jacqueline","Lynch","F","17","342.7522","paid","Atlanta-Sandy Springs-Roswell, GA","556","Le Jardin d'Hiver","29"
"Arthur Conley","Sara","Johnson","F","9","140.69506","paid","Winston-Salem, NC","411","Sweet Soul Music (Single/LP Version)","95"
"Five Finger Death Punch","Sara","Johnson","F","10","200.17587","paid","Winston-Salem, NC","411","Stranger than Fiction","95"
"Yann Tiersen","Jacqueline","Lynch","F","18","267.78077","paid","Atlanta-Sandy Springs-Roswell, GA","556","Le Moulin","29"
"Vampire Weekend","Sara","Johnson","F","11","159.81669","paid","Winston-Salem, NC","411","I Stand Corrected (Album)","95"
"BjÃÂ¶rk","Sara","Johnson","F","12","348.57751","paid","Winston-Salem, NC","411","Undo","95"
"Bananarama","Jacqueline","Lynch","F","19","219.0624","paid","Atlanta-Sandy Springs-Roswell, GA","556","Venus","29"
"Red Hot Chili Peppers","Jacqueline","Lynch","F","20","334.65424","paid","Atlanta-Sandy Springs-Roswell, GA","556","Snow [Hey Oh] (Album Version)","29"
"The Adverts","Sara","Johnson","F","13","122.09587","paid","Winston-Salem, NC","411","We Who Wait (Single)","95"
"She & Him","Sara","Johnson","F","14","162.66404","paid","Winston-Salem, NC","411","Sweet Darlin'","95"
"Florence + The Machine","Sara","Johnson","F","15","219.66322","paid","Winston-Salem, NC","411","Dog Days Are Over (Radio Edit)","95"
"The Police","Jacqueline","Lynch","F","22","265.79546","paid","Atlanta-Sandy Springs-Roswell, GA","556","The Bed's Too Big Without You","29"
"The Cinematic Orchestra feat. Lou Rhodes","Sara","Johnson","F","16","522.68363","paid","Winston-Salem, NC","411","Time and Space","95"
"Spacehog","Jacqueline","Lynch","F","23","299.49342","paid","Atlanta-Sandy Springs-Roswell, GA","556","In The Meantime (LP Version)","29"
"Owl City","Jacqueline","Lynch","F","24","231.67955","paid","Atlanta-Sandy Springs-Roswell, GA","556","Vanilla Twilight","29"
"Dead Kennedys","Sara","Johnson","F","17","160.78322","paid","Winston-Salem, NC","411","Too Drunk to Fuck","95"
"The Game","Jacqueline","Lynch","F","25","157.88363","paid","Atlanta-Sandy Springs-Roswell, GA","556","No More Fun And Games","29"
"Kid Cudi","Sara","Johnson","F","18","259.00363","paid","Winston-Salem, NC","411","Cudi Zone","95"
"M. Pokora","Jacqueline","Lynch","F","26","198.29506","paid","Atlanta-Sandy Springs-Roswell, GA","556","Danse Pour Moi","29"
"Kanye West","Jacqueline","Lynch","F","27","237.47873","paid","Atlanta-Sandy Springs-Roswell, GA","556","Flashing Lights","29"
"Five Iron Frenzy","Sara","Johnson","F","19","236.09424","paid","Winston-Salem, NC","411","Canada","95"
"Pearl Jam","Jacqueline","Lynch","F","28","67.44771","paid","Atlanta-Sandy Springs-Roswell, GA","556","Encore Break","29"
"Les MisÃÂ©rables - 10th Anniversary Concert","Sara","Johnson","F","20","128.05179","paid","Winston-Salem, NC","411","Lovely Ladies","95"
"Wayne Newton","Jacqueline","Lynch","F","30","154.74893","paid","Atlanta-Sandy Springs-Roswell, GA","556","Danke Schoen","29"
"Rage Against The Machine","Sara","Johnson","F","22","319.50322","paid","Winston-Salem, NC","411","Bulls On Parade","95"
"Yeasayer","Jacqueline","Lynch","F","31","299.38893","paid","Atlanta-Sandy Springs-Roswell, GA","556","Love Me Girl","29"
"Alceu ValenÃÂ§a","Sara","Johnson","F","23","162.58567","paid","Winston-Salem, NC","411","Recado Falado (MetrÃÂ´ Da Saudade)","95"
"Plain White T's","Jacqueline","Lynch","F","32","232.202","paid","Atlanta-Sandy Springs-Roswell, GA","556","Hey There Delilah","29"
"Maxwell","Sara","Johnson","F","24","255.242","paid","Winston-Salem, NC","411","Pretty Wings","95"
"Death Cab for Cutie","Jacqueline","Lynch","F","33","136.12363","paid","Atlanta-Sandy Springs-Roswell, GA","556","The Sound of Settling (Album Version)","29"
"Smile Empty Soul","Sara","Johnson","F","25","218.61832","paid","Winston-Salem, NC","411","Bottom of a Bottle (Explicit Album Version)","95"
"Usher","Jacqueline","Lynch","F","34","252.96934","paid","Atlanta-Sandy Springs-Roswell, GA","556","You'll Be In My Heart","29"
"Corona","Sara","Johnson","F","26","264.202","paid","Winston-Salem, NC","411","The Rhythm Of The Night","95"
"Daisuke Miyatani","Jacqueline","Lynch","F","35","231.23546","paid","Atlanta-Sandy Springs-Roswell, GA","556","Summer Child","29"
"Eddie Vedder","Sara","Johnson","F","27","199.23546","paid","Winston-Salem, NC","411","End Of The Road","95"
"FM Static","Jacqueline","Lynch","F","36","182.41261","paid","Atlanta-Sandy Springs-Roswell, GA","556","Boy Meets Girl (And Vice Versa)","29"
"Young Money featuring Lloyd","Kaleb","Cook","M","0","196.33587","free","Yuba City, CA","364","BedRock (Radio Edit) (feat.Lloyd)","54"
"Jukebox The Ghost","Sara","Johnson","F","28","254.30159","paid","Winston-Salem, NC","411","Good Day","95"
"Johnny Bristol","Kaleb","Cook","M","1","198.1122","free","Yuba City, CA","364","Hang On In There Baby","54"
"Tegan And Sara","Sara","Johnson","F","29","141.50485","paid","Winston-Salem, NC","411","Call It Off (Album Version)","95"
"Dead Poetic","Sara","Johnson","F","30","246.38649","paid","Winston-Salem, NC","411","Dimmer Light","95"
"Howard Jones","Sara","Johnson","F","31","274.31138","paid","Winston-Salem, NC","411","Dig This Well Deep","95"
"Mohsen Namjoo","Sara","Johnson","F","32","395.15383","paid","Winston-Salem, NC","411","Toranj","95"
"the bird and the bee","Sara","Johnson","F","33","246.59546","paid","Winston-Salem, NC","411","Love Letter To Japan","95"
"Esa Pakarinen","Sara","Johnson","F","34","141.66159","paid","Winston-Salem, NC","411","Hullu mies hullu","95"
"Linkin Park","Sara","Johnson","F","35","268.61669","paid","Winston-Salem, NC","411","New Divide (Album Version)","95"
"Lil Wayne / Bobby Valentino / Kidd Kidd","Jayden","Duffy","F","1","286.95465","free","Seattle-Tacoma-Bellevue, WA","509","Mrs. Officer","76"
"The Buggles","Sara","Johnson","F","36","198.08608","paid","Winston-Salem, NC","411","Video Killed The Radio Star","95"
"Roberto Torres","Jayden","Duffy","F","2","237.84444","free","Seattle-Tacoma-Bellevue, WA","509","La Muy_ Muy","76"
"Frumpies","Sara","Johnson","F","37","134.47791","paid","Winston-Salem, NC","411","Fuck Kitty","95"
"Francisca Valenzuela","Sara","Johnson","F","39","212.84526","paid","Winston-Salem, NC","411","Afortunada","95"
"The Killers","Jayden","Duffy","F","3","218.85342","free","Seattle-Tacoma-Bellevue, WA","509","This Is Your Life","76"
"Lil Wayne / Eminem","Sara","Johnson","F","40","229.58975","paid","Winston-Salem, NC","411","Drop The World","95"
"The All-American Rejects","Jayden","Duffy","F","4","238.86322","free","Seattle-Tacoma-Bellevue, WA","509","Move Along","76"
"City And Colour","Sara","Johnson","F","41","228.54485","paid","Winston-Salem, NC","411","Confessions","95"
"Of Montreal","Martin","Johnson","M","0","271.38567","free","Minneapolis-St. Paul-Bloomington, MN-WI","415","Faberge Falls For Shuggie","55"
"Ilan Eshkeri / London Metropolitan Orchestra / Andy Brown","Sara","Johnson","F","42","201.61261","paid","Winston-Salem, NC","411","The Star Shines","95"
"Sniff 'n' The Tears","Sara","Johnson","F","43","220.89098","paid","Winston-Salem, NC","411","Driver's Seat","95"
"OneRepublic","Martin","Johnson","M","1","230.63465","free","Minneapolis-St. Paul-Bloomington, MN-WI","415","Say (All I Need)","55"
"Jack Johnson","Sara","Johnson","F","44","212.68853","paid","Winston-Salem, NC","411","Breakdown","95"
"Collie Buddz","Martin","Johnson","M","2","224.91383","free","Minneapolis-St. Paul-Bloomington, MN-WI","415","..Come Around","55"
"The All-American Rejects","Sara","Johnson","F","45","194.55955","paid","Winston-Salem, NC","411","Dirty Little Secret","95"
"Salvador","Martin","Johnson","M","3","250.67057","free","Minneapolis-St. Paul-Bloomington, MN-WI","415","Find The Reason (Album Version)","55"
"The Dresden Dolls","Sara","Johnson","F","46","286.40608","paid","Winston-Salem, NC","411","Coin-Operated Boy","95"
"The Verve","Martin","Johnson","M","5","360.25424","free","Minneapolis-St. Paul-Bloomington, MN-WI","415","Bitter Sweet Symphony","55"
"The fFormula","Sara","Johnson","F","47","239.96036","paid","Winston-Salem, NC","411","Cold Blooded (Acid Cleanse)","95"
"Brad Paisley","Sara","Johnson","F","48","256.10404","paid","Winston-Salem, NC","411","Then","95"
"Sick Of It All","Sara","Johnson","F","49","52.32281","paid","Winston-Salem, NC","411","Clobberin' Time","95"
"The Killers","Sara","Johnson","F","50","206.10567","paid","Winston-Salem, NC","411","Why Don't You Find Out For Yourself","95"
"Edward Sharpe & The Magnetic Zeros","Sara","Johnson","F","52","306.31138","paid","Winston-Salem, NC","411","Home","95"
"Leona Lewis","Sara","Johnson","F","53","203.88526","paid","Winston-Salem, NC","411","Forgive Me","95"
"Cream","Sara","Johnson","F","55","166.71302","paid","Winston-Salem, NC","411","Tales Of Brave Ulysses","95"
"BeyoncÃÂ©","Sara","Johnson","F","56","261.74649","paid","Winston-Salem, NC","411","Halo","95"
"Matthew Jay","Sara","Johnson","F","57","220.62975","paid","Winston-Salem, NC","411","Become Yourself","95"
"Reel Big Fish","Sara","Johnson","F","58","64.67873","paid","Winston-Salem, NC","411","Another F.U. Song (Album)","95"
"Talib Kweli","Sara","Johnson","F","59","187.74159","paid","Winston-Salem, NC","411","Eat To Live (Amended Version)","95"
"PJ Harvey","Sara","Johnson","F","60","64.88771","paid","Winston-Salem, NC","411","No Child Of Mine","95"
"Wet Wet Wet","Sara","Johnson","F","61","219.81995","paid","Winston-Salem, NC","411","Goodnight Girl","95"
"Lifehouse","Sara","Johnson","F","62","236.25098","paid","Winston-Salem, NC","411","All In","95"
"Bram Vermeulen","Sara","Johnson","F","63","251.42812","paid","Winston-Salem, NC","411","Mamma","95"
"BjÃÂ¶rk","Sara","Johnson","F","64","348.57751","paid","Winston-Salem, NC","411","Undo","95"
"Cat Stevens","Sara","Johnson","F","65","231.60118","paid","Winston-Salem, NC","411","Where Do The Children Play?","95"
"El Coyote Y Su Banda Tierra Santa","Sara","Johnson","F","66","190.51057","paid","Winston-Salem, NC","411","Me Voy A Ir","95"
"22-20s","Sara","Johnson","F","67","237.16526","paid","Winston-Salem, NC","411","Such A Fool","95"
"Telepopmusik","Sara","Johnson","F","68","332.95628","paid","Winston-Salem, NC","411","Love Can Damage Your Health","95"
"Arthur & Yu","Sara","Johnson","F","69","162.61179","paid","Winston-Salem, NC","411","The Ghost Of Old Bull Lee","95"
"Five Iron Frenzy","Sara","Johnson","F","70","236.09424","paid","Winston-Salem, NC","411","Canada","95"
"The Notorious B.I.G.","Sara","Johnson","F","71","204.66893","paid","Winston-Salem, NC","411","Ten Commandments (Amended Version)","95"
"Stephen Lynch","Jayden","Bell","M","0","182.85669","free","Dallas-Fort Worth-Arlington, TX","829","Jim Henson's Dead","91"
"Manowar","Jacob","Klein","M","0","247.562","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Shell Shock","73"
"Morcheeba","Jacob","Klein","M","1","257.41016","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Women Lose Weight (Feat: Slick Rick)","73"
"Maroon 5","Jacob","Klein","M","2","231.23546","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Won't Go Home Without You","73"
"Train","Jacob","Klein","M","3","216.76363","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Hey_ Soul Sister","73"
"LMFAO","Jacob","Klein","M","4","227.99628","paid","Tampa-St. Petersburg-Clearwater, FL","1049","I'm In Miami Bitch","73"
"DJ Dizzy","Jacob","Klein","M","5","221.1522","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Sexy Bitch","73"
"Fish Go Deep & Tracey K","Jacob","Klein","M","6","377.41669","paid","Tampa-St. Petersburg-Clearwater, FL","1049","The Cure & The Cause (Dennis Ferrer Remix)","73"
"M83","Jacob","Klein","M","7","96.1824","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Staring At Me","73"
"Saybia","Jacob","Klein","M","8","257.25342","paid","Tampa-St. Petersburg-Clearwater, FL","1049","The Second You Sleep","73"
"Local Natives","Jacob","Klein","M","9","266.05669","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Wide Eyes","73"
"South Park","Jacob","Klein","M","10","112.97914","paid","Tampa-St. Petersburg-Clearwater, FL","1049","La Resistance (Medley) (LP Version)","73"
"UNKLE Feat. Josh Homme","Jacob","Klein","M","11","307.19955","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Restless","73"
"Justyna Steczkowska","Jacob","Klein","M","12","333.53098","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Noc...","73"
"Evanescence","Jacob","Klein","M","13","256.91383","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Like You","73"
"Coldplay","Jacob","Klein","M","14","297.35138","paid","Tampa-St. Petersburg-Clearwater, FL","1049","God Put A Smile Upon Your Face","73"
"Hot Chip","Jacob","Klein","M","15","333.50485","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Playboy","73"
"Ellie Goulding","Jacob","Klein","M","16","205.06077","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Every Time You Go","73"
"Postal Service","Jacob","Klein","M","17","307.53914","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Natural Anthem (Album)","73"
"Jack Johnson","Aiden","Hess","M","1","240.06485","free","La Crosse-Onalaska, WI-MN","986","Taylor","86"
"Iron And Wine","Aiden","Hess","M","2","153.05098","free","La Crosse-Onalaska, WI-MN","986","Naked As We Can","86"
"The xx","Aiden","Hess","M","3","158.24934","free","La Crosse-Onalaska, WI-MN","986","Fantasy","86"
"The Antlers","Aiden","Hess","M","4","328.88118","free","La Crosse-Onalaska, WI-MN","986","Epilogue","86"
"Fattburger","Aiden","Hess","M","5","217.20771","free","La Crosse-Onalaska, WI-MN","986","Groovin'","86"
"Chris Brown","Layla","Griffin","F","2","203.80689","paid","Lake Havasu City-Kingman, AZ","1051","Ain't No Way (You Won't Love Me)","24"
"Phoenix","Layla","Griffin","F","3","278.07302","paid","Lake Havasu City-Kingman, AZ","1051","Rome","24"
"Jim Lauderdale/Ralph Stanley & The Clinch Mountain Boys","Layla","Griffin","F","5","127.05914","paid","Lake Havasu City-Kingman, AZ","1051","Highway Through My Home","24"
"Musiq","Layla","Griffin","F","7","297.84771","paid","Lake Havasu City-Kingman, AZ","1051","143","24"
"Cass McCombs feat. Karen Black","Layla","Griffin","F","8","322.06322","paid","Lake Havasu City-Kingman, AZ","1051","Dreams-Come-True-Girl","24"
"Scissor Sisters","Layla","Griffin","F","10","352.522","paid","Lake Havasu City-Kingman, AZ","1051","I Don't Feel Like Dancin'","24"
"O.A.R.","Layla","Griffin","F","11","315.74159","paid","Lake Havasu City-Kingman, AZ","1051","Right On Time (Album Version)","24"
"1 Mile North","Ryan","Smith","M","0","352.73098","free","San Jose-Sunnyvale-Santa Clara, CA","1068","Black Lines","26"
"Muse","Layla","Griffin","F","12","304.84853","paid","Lake Havasu City-Kingman, AZ","1051","Uprising","24"
"USS (Ubiquitous Synergy Seeker)","Ryan","Smith","M","1","307.61751","free","San Jose-Sunnyvale-Santa Clara, CA","1068","Man Makes The Zoo","26"
"The Psychedelic Furs","Layla","Griffin","F","13","417.07057","paid","Lake Havasu City-Kingman, AZ","1051","Blacks/Radio","24"
"EsmÃÂ©e Denters / Justin Timberlake","Ryan","Smith","M","2","227.52608","free","San Jose-Sunnyvale-Santa Clara, CA","1068","Love Dealer (Featuring Justin Timberlake)","26"
"Alliance Ethnik","Layla","Griffin","F","14","252.21179","paid","Lake Havasu City-Kingman, AZ","1051","ReprÃÂ©sente","24"
"Train","Ryan","Smith","M","3","216.76363","free","San Jose-Sunnyvale-Santa Clara, CA","1068","Hey_ Soul Sister","26"
"Hoobastank","Layla","Griffin","F","15","202.57914","paid","Lake Havasu City-Kingman, AZ","1051","Up And Gone","24"
"Ismael Serrano","Layla","Griffin","F","16","179.35628","paid","Lake Havasu City-Kingman, AZ","1051","Te Conoci","24"
"The Pussycat Dolls / Snoop Dogg","Ryan","Smith","M","6","210.31138","free","San Jose-Sunnyvale-Santa Clara, CA","1068","Bottle Pop","26"
"Dierks Bentley","Layla","Griffin","F","17","198.63465","paid","Lake Havasu City-Kingman, AZ","1051","My Love Will Follow You","24"
"59 Times the Pain","Ryan","Smith","M","7","144.95302","free","San Jose-Sunnyvale-Santa Clara, CA","1068","Found Home","26"
"Linkin Park","Layla","Griffin","F","18","259.86567","paid","Lake Havasu City-Kingman, AZ","1051","My December","24"
"New Order","Ryan","Smith","M","8","288.05179","free","San Jose-Sunnyvale-Santa Clara, CA","1068","The Perfect Kiss","26"
"Madeleine Peyroux","Layla","Griffin","F","19","206.18404","paid","Lake Havasu City-Kingman, AZ","1051","You're Gonna Make Me Lonesome When You Go","24"
"Bow Wow feat. Chris Brown and JohntÃÂ¡ Austin","Ryan","Smith","M","9","268.06812","free","San Jose-Sunnyvale-Santa Clara, CA","1068","Shortie Like Mine","26"
"Symphony X","Ryan","Smith","M","10","389.45914","free","San Jose-Sunnyvale-Santa Clara, CA","1068","Domination","26"
"Minnie Riperton","Chloe","Cuevas","F","0","238.73261","paid","San Francisco-Oakland-Hayward, CA","1079","Inside My Love (Digitally Remastered 93)","49"
"Custom Blue","Chloe","Cuevas","F","1","346.51383","paid","San Francisco-Oakland-Hayward, CA","1079","Structure","49"
"Rage Against The Machine","Chloe","Cuevas","F","2","314.40934","paid","San Francisco-Oakland-Hayward, CA","1079","Killing In The Name","49"
"Milli Vanilli","Katherine","Gay","F","0","197.92934","free","San Antonio-New Braunfels, TX","1020","Girl You Know It's True","57"
"David Arkenstone","Chloe","Cuevas","F","3","363.41506","paid","San Francisco-Oakland-Hayward, CA","1079","Waterfall (Spirit Of The Rainforest Album Version)","49"
"Cosmo Vitelli","Chloe","Cuevas","F","4","206.05342","paid","San Francisco-Oakland-Hayward, CA","1079","Robot Soul (Radio Edit)","49"
"Morcheeba","Chloe","Cuevas","F","5","277.4722","paid","San Francisco-Oakland-Hayward, CA","1079","Blindfold","49"
"Jason Mraz","Chloe","Cuevas","F","6","243.48689","paid","San Francisco-Oakland-Hayward, CA","1079","I'm Yours (Album Version)","49"
"Deep Dish","Avery","Watkins","F","2","274.28526","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Say Hello","30"
"Cutting Crew","Chloe","Cuevas","F","7","263.07873","paid","San Francisco-Oakland-Hayward, CA","1079","(I Just) Died In Your Arms","49"
"The Velvet Underground","Avery","Watkins","F","3","240.66567","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Sweet Jane","30"
"Future Rock","Chloe","Cuevas","F","8","239.90812","paid","San Francisco-Oakland-Hayward, CA","1079","Gears","49"
"The White Stripes","Avery","Watkins","F","4","231.81016","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Seven Nation Army (Album Version)","30"
"Coldplay","Chloe","Cuevas","F","9","294.1122","paid","San Francisco-Oakland-Hayward, CA","1079","Fix You","49"
"Portishead","Avery","Watkins","F","5","259.99628","paid","San Jose-Sunnyvale-Santa Clara, CA","884","It Could Be Sweet","30"
